指标名称,涤纶短纤：1.56*38mm半光本白：市场价：中国（日）,涤纶短纤：1.56*38mm水刺型：市场价：江苏（日）,涤纶短纤：4D*51mm低熔点：市场价：华东地区（日）,涤纶短纤：原生中空7D加硅：市场价：华东地区（日）,涤纶短纤：1.56*38mm半光本白：基差：中国（日）,聚酯纤维短纤：产量：中国（周）,聚酯纤维短纤：产量：中国（月）,聚酯纤维短纤：产能利用率：中国（周）,聚酯纤维短纤：产能利用率：中国（月）,聚酯纤维短纤：损失量：中国（月）,聚酯纤维短纤：厂内权益库存可用天数：中国（周）,聚酯纤维短纤：生产企业：物理库存天数：中国（周）,聚酯纤维短纤：表观消费量：中国（月）,聚酯纤维短纤：产销率：中国（日）,聚酯纤维短纤：生产毛利：中国（日）,未梳的聚酯短纤（包括未经其他纺前加工的）：进口数量合计：全球→中国（月）,未梳的聚酯短纤（包括未经其他纺前加工的）：出口数量合计：中国→全球（月）
2010/04/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,62.4,#N/A,#N/A,#N/A,#N/A,#N/A,164.5,#N/A,44942000
2010/05/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,182.75,#N/A,#N/A
2010/05/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,217.75,#N/A,#N/A
2010/05/06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,277.75,#N/A,#N/A
2010/05/07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,417.75,#N/A,#N/A
2010/05/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,224.5,#N/A,#N/A
2010/05/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.25,#N/A,#N/A
2010/05/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,224.75,#N/A,#N/A
2010/05/14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,225,#N/A,#N/A
2010/05/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,531.25,#N/A,#N/A
2010/05/18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,651.5,#N/A,#N/A
2010/05/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,508.25,#N/A,#N/A
2010/05/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,431.5,#N/A,#N/A
2010/05/21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,534.75,#N/A,#N/A
2010/05/24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,315,#N/A,#N/A
2010/05/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,334.75,#N/A,#N/A
2010/05/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,488.25,#N/A,#N/A
2010/05/27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,396.5,#N/A,#N/A
2010/05/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,241.5,#N/A,#N/A
2010/05/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.25,#N/A,#N/A,#N/A,#N/A,#N/A,298.25,#N/A,50851000
2010/06/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,401.5,#N/A,#N/A
2010/06/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478.25,#N/A,#N/A
2010/06/03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,428.25,#N/A,#N/A
2010/06/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,481.5,#N/A,#N/A
2010/06/07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,621.25,#N/A,#N/A
2010/06/08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,571.5,#N/A,#N/A
2010/06/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478.25,#N/A,#N/A
2010/06/10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,418.25,#N/A,#N/A
2010/06/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,468.5,#N/A,#N/A
2010/06/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,485.25,#N/A,#N/A
2010/06/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,478.5,#N/A,#N/A
2010/06/18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,555.25,#N/A,#N/A
2010/06/21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,395.5,#N/A,#N/A
2010/06/22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,362,#N/A,#N/A
2010/06/23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,497,#N/A,#N/A
2010/06/24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,497,#N/A,#N/A
2010/06/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,497,#N/A,#N/A
2010/06/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,420.25,#N/A,#N/A
2010/06/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,557,#N/A,#N/A
2010/06/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.67,#N/A,#N/A,#N/A,#N/A,#N/A,617,#N/A,52381000
2010/07/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,567,#N/A,#N/A
2010/07/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,517,#N/A,#N/A
2010/07/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,367,#N/A,#N/A
2010/07/06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,367,#N/A,#N/A
2010/07/07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,367,#N/A,#N/A
2010/07/08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,328.63,#N/A,#N/A
2010/07/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,307,#N/A,#N/A
2010/07/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,290.25,#N/A,#N/A
2010/07/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,410.25,#N/A,#N/A
2010/07/14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,385.25,#N/A,#N/A
2010/07/15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,395.25,#N/A,#N/A
2010/07/16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,405.3,#N/A,#N/A
2010/07/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,370.25,#N/A,#N/A
2010/07/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,370.25,#N/A,#N/A
2010/07/21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,331.88,#N/A,#N/A
2010/07/22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,345.25,#N/A,#N/A
2010/07/23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,288.5,#N/A,#N/A
2010/07/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,258.5,#N/A,#N/A
2010/07/27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,258.5,#N/A,#N/A
2010/07/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,220.13,#N/A,#N/A
2010/07/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,245,#N/A,#N/A
2010/07/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,206.5,#N/A,#N/A
2010/07/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,49612000
2010/08/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,119.63,#N/A,#N/A
2010/08/03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,58,#N/A,#N/A
2010/08/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,183.13,#N/A,#N/A
2010/08/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,208.53,#N/A,#N/A
2010/08/06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,371.5,#N/A,#N/A
2010/08/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,294.75,#N/A,#N/A
2010/08/10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,234.75,#N/A,#N/A
2010/08/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,251.5,#N/A,#N/A
2010/08/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,311.5,#N/A,#N/A
2010/08/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,261.5,#N/A,#N/A
2010/08/16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,133.13,#N/A,#N/A
2010/08/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,131.5,#N/A,#N/A
2010/08/18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,109.88,#N/A,#N/A
2010/08/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,139.88,#N/A,#N/A
2010/08/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,178.25,#N/A,#N/A
2010/08/23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,251.5,#N/A,#N/A
2010/08/24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,244.75,#N/A,#N/A
2010/08/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,154.75,#N/A,#N/A
2010/08/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.25,#N/A,#N/A
2010/08/27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,76,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,89.88,#N/A,#N/A
2010/08/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,21.5,#N/A,#N/A
2010/08/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,74.88,#N/A,#N/A,#N/A,#N/A,#N/A,114.75,#N/A,52001000
2010/09/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,123.13,#N/A,#N/A
2010/09/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,#N/A,#N/A
2010/09/03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98,#N/A,#N/A
2010/09/06,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.13,#N/A,#N/A
2010/09/07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,108.13,#N/A,#N/A
2010/09/08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.55,#N/A,#N/A
2010/09/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,168.2,#N/A,#N/A
2010/09/10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,279.88,#N/A,#N/A
2010/09/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,439.88,#N/A,#N/A
2010/09/14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,639.88,#N/A,#N/A
2010/09/15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,723.13,#N/A,#N/A
2010/09/16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,761.55,#N/A,#N/A
2010/09/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,918.25,#N/A,#N/A
2010/09/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1168.25,#N/A,#N/A
2010/09/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1165,#N/A,#N/A
2010/09/21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1198.25,#N/A,#N/A
2010/09/24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,79,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010/09/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1538.25,#N/A,#N/A
2010/09/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1741.5,#N/A,#N/A
2010/09/27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1971.25,#N/A,#N/A
2010/09/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1978,#N/A,#N/A
2010/09/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1994.75,#N/A,#N/A
2010/09/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.5,#N/A,#N/A,#N/A,#N/A,#N/A,1994.75,#N/A,50649000
2010/10/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2010/10/08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2064.5,#N/A,#N/A
2010/10/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2054.25,#N/A,#N/A
2010/10/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1980.75,#N/A,#N/A
2010/10/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2014,#N/A,#N/A
2010/10/13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2002.63,#N/A,#N/A
2010/10/14,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1934.25,#N/A,#N/A
2010/10/15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1929.38,#N/A,#N/A
2010/10/18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1972.63,#N/A,#N/A
2010/10/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2049.38,#N/A,#N/A
2010/10/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2126.13,#N/A,#N/A
2010/10/21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2087.75,#N/A,#N/A
2010/10/22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2087.75,#N/A,#N/A
2010/10/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2044.5,#N/A,#N/A
2010/10/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1974.75,#N/A,#N/A
2010/10/27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2067.95,#N/A,#N/A
2010/10/28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2114.75,#N/A,#N/A
2010/10/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2054.75,#N/A,#N/A
2010/10/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47158000
2010/11/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1934.75,#N/A,#N/A
2010/11/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1948,#N/A,#N/A
2010/11/03,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1891.5,#N/A,#N/A
2010/11/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1818.25,#N/A,#N/A
2010/11/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2925.25,#N/A,#N/A
2010/11/08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5902.5,#N/A,#N/A
2010/11/09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5367.25,#N/A,#N/A
2010/11/10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5477.5,#N/A,#N/A
2010/11/11,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6666.25,#N/A,#N/A
2010/11/12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7348.5,#N/A,#N/A
2010/11/15,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7108,#N/A,#N/A
2010/11/16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6848.5,#N/A,#N/A
2010/11/17,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,7208.5,#N/A,#N/A
2010/11/18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6718.75,#N/A,#N/A
2010/11/19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6398.75,#N/A,#N/A
2010/11/22,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4942,#N/A,#N/A
2010/11/23,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4835.5,#N/A,#N/A
2010/11/24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4535.5,#N/A,#N/A
2010/11/25,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3987.38,#N/A,#N/A
2010/11/26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3985.25,#N/A,#N/A
2010/11/29,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,3025.25,#N/A,#N/A
2010/11/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90.88,#N/A,#N/A,#N/A,#N/A,#N/A,2525.25,#N/A,50792000
